"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-03-12 14:59:25 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2015,"Trinidad and Tobago","Syrian Arab Rep.",Stateless,0
2015,Tunisia,"Syrian Arab Rep.",Asylum-seekers,0
2015,Tunisia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Tunisia,"Syrian Arab Rep.","Others of concern",0
2015,Tunisia,"Syrian Arab Rep.","Returned IDPs",0
2015,Tunisia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",499
2015,Tunisia,"Syrian Arab Rep.",Returnees,0
2015,Tunisia,"Syrian Arab Rep.",Stateless,0
2015,Turkey,"Syrian Arab Rep.",Asylum-seekers,297
2015,Turkey,"Syrian Arab Rep.","Internally displaced persons",0
2015,Turkey,"Syrian Arab Rep.","Others of concern",0
2015,Turkey,"Syrian Arab Rep.","Returned IDPs",0
2015,Turkey,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2503549
2015,Turkey,"Syrian Arab Rep.",Returnees,0
2015,Turkey,"Syrian Arab Rep.",Stateless,0
2015,Uganda,"Syrian Arab Rep.",Asylum-seekers,11
2015,Uganda,"Syrian Arab Rep.","Internally displaced persons",0
2015,Uganda,"Syrian Arab Rep.","Others of concern",0
2015,Uganda,"Syrian Arab Rep.","Returned IDPs",0
2015,Uganda,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Uganda,"Syrian Arab Rep.",Returnees,0
2015,Uganda,"Syrian Arab Rep.",Stateless,0
2015,Ukraine,"Syrian Arab Rep.",Asylum-seekers,566
2015,Ukraine,"Syrian Arab Rep.","Internally displaced persons",0
2015,Ukraine,"Syrian Arab Rep.","Others of concern",0
2015,Ukraine,"Syrian Arab Rep.","Returned IDPs",0
2015,Ukraine,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",399
2015,Ukraine,"Syrian Arab Rep.",Returnees,0
2015,Ukraine,"Syrian Arab Rep.",Stateless,0
2015,Uruguay,"Syrian Arab Rep.",Asylum-seekers,9
2015,Uruguay,"Syrian Arab Rep.","Internally displaced persons",0
2015,Uruguay,"Syrian Arab Rep.","Others of concern",0
2015,Uruguay,"Syrian Arab Rep.","Returned IDPs",0
2015,Uruguay,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",58
2015,Uruguay,"Syrian Arab Rep.",Returnees,0
2015,Uruguay,"Syrian Arab Rep.",Stateless,0
2015,"United States of America","Syrian Arab Rep.",Asylum-seekers,3118
2015,"United States of America","Syrian Arab Rep.","Internally displaced persons",0
2015,"United States of America","Syrian Arab Rep.","Others of concern",0
2015,"United States of America","Syrian Arab Rep.","Returned IDPs",0
2015,"United States of America","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",5651
2015,"United States of America","Syrian Arab Rep.",Returnees,0
2015,"United States of America","Syrian Arab Rep.",Stateless,0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",Asylum-seekers,*
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","Internally displaced persons",0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","Others of concern",0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","Returned IDPs",0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",Returnees,0
2015,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",Stateless,0
2015,Yemen,"Syrian Arab Rep.",Asylum-seekers,615
2015,Yemen,"Syrian Arab Rep.","Internally displaced persons",0
2015,Yemen,"Syrian Arab Rep.","Others of concern",0
2015,Yemen,"Syrian Arab Rep.","Returned IDPs",0
2015,Yemen,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",3011
2015,Yemen,"Syrian Arab Rep.",Returnees,0
2015,Yemen,"Syrian Arab Rep.",Stateless,0
2015,"South Africa","Syrian Arab Rep.",Asylum-seekers,57
2015,"South Africa","Syrian Arab Rep.","Internally displaced persons",0
2015,"South Africa","Syrian Arab Rep.","Others of concern",0
2015,"South Africa","Syrian Arab Rep.","Returned IDPs",0
2015,"South Africa","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",31
2015,"South Africa","Syrian Arab Rep.",Returnees,0
2015,"South Africa","Syrian Arab Rep.",Stateless,0
2015,Zambia,"Syrian Arab Rep.",Asylum-seekers,8
2015,Zambia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Zambia,"Syrian Arab Rep.","Others of concern",0
2015,Zambia,"Syrian Arab Rep.","Returned IDPs",0
2015,Zambia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Zambia,"Syrian Arab Rep.",Returnees,0
2015,Zambia,"Syrian Arab Rep.",Stateless,0
2015,Zimbabwe,"Syrian Arab Rep.",Asylum-seekers,0
2015,Zimbabwe,"Syrian Arab Rep.","Internally displaced persons",0
2015,Zimbabwe,"Syrian Arab Rep.","Others of concern",5
2015,Zimbabwe,"Syrian Arab Rep.","Returned IDPs",0
2015,Zimbabwe,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,Zimbabwe,"Syrian Arab Rep.",Returnees,0
2015,Zimbabwe,"Syrian Arab Rep.",Stateless,0
